21450,J,1
21451,Y,1
21452,S,1
21453,F,1
21454,S,1
21455,G,1
21456,B,1
21457,F,1
21458,R,1
21459,S,1
21460,S,1
21461,Z,1
21462,Q,1
21463,S,1
21464,B,1
21465,X,1
21466,J,1
21467,P,1
21468,S,1
21469,J,1
21470,W,1
21471,S,1
21472,D,1
21473,R,1
21474,C,1
21475,K,1
21476,G,1
21477,J,1
21478,L,1
21479,G,1
21480,D,1
21481,K,1
21482,Z,1
21483,J,1
21484,Z,1
21485,B,1
21486,D,1
21487,K,1
21488,T,1
21489,C,1
21490,S,1
21491,Y,1
21492,Q,1
21493,P,1
21494,Y,1
21495,H,1
21496,S,1
21497,T,1
21498,C,1
21499,L,1
21500,D,1
21501,J,1
21502,L,1
21503,H,1
21504,M,1
21505,X,1
21506,M,1
21507,C,1
21508,G,1
21509,X,1
21510,Y,1
21511,Z,1
21512,H,1
21513,J,1
21514,D,1
21515,C,1
21516,T,1
21517,M,1
21518,H,1
21519,L,1
21520,T,1
21521,X,1
21522,Z,1
21523,X,1
21524,Y,1
21525,L,1
21526,Y,1
21527,M,1
21528,O,1
21529,H,1
21530,Y,1
21531,J,1
21532,C,1
21533,L,1
21534,T,1
21535,Y,1
21536,F,1
21537,B,1
21538,Q,1
21539,Q,1
21540,J,1
21541,B,1
21542,F,1
21543,B,1
21544,D,1
21545,F,1
21546,E,1
21547,H,1
21548,T,1
21549,K,1
21550,S,1
21551,Q,1
21552,H,1
21553,Z,1
21554,Y,1
21555,W,1
21556,W,1
21557,C,1
21558,N,1
21559,X,1
21560,X,1
21561,C,1
21562,D,1
21563,W,1
21564,H,1
21565,H,1
21566,W,1
21567,G,1
21568,Y,1
21569,J,1
21570,L,1
21571,E,1
21572,G,1
21573,M,1
21574,D,1
21575,Q,1
21576,C,1
21577,W,1
21578,G,1
21579,F,1
21580,J,1
21581,H,1
21582,C,1
21583,S,1
21584,N,1
21585,T,1
21586,W,1
21587,Y,1
21588,D,1
21589,O,1
21590,L,1
21591,B,1
21592,Y,1
21593,G,1
21594,W,1
21595,Q,1
21596,W,1
21597,E,1
21598,S,1
21599,J,1
21600,P,1
21601,W,1
21602,N,1
21603,M,1
21604,L,1
21605,R,1
21606,Y,1
21607,D,1
21608,Z,1
21609,S,1
21610,Z,1
21611,T,1
21612,X,1
21613,Y,1
21614,Q,1
21615,P,1
21616,Z,1
21617,G,1
21618,C,1
21619,W,1
21620,X,1
21621,H,1
21622,N,1
21623,G,1
21624,P,1
21625,Y,1
21626,X,1
21627,S,1
21628,H,1
21629,M,1
21630,D,1
21631,Q,1
21632,J,1
21633,G,1
21634,Z,1
21635,T,1
21636,D,1
21637,P,1
21638,P,1
21639,B,1
21640,F,1
21641,Y,1
21642,H,1
21643,Z,1
21644,H,1
21645,H,1
21646,J,1
21647,Y,1
21648,F,1
21649,D,1
21650,Z,1
21651,W,1
21652,K,1
21653,G,1
21654,K,1
21655,Z,1
21656,B,1
21657,L,1
21658,D,1
21659,N,1
21660,T,1
21661,S,1
21662,X,1
21663,H,1
21664,Q,1
21665,E,1
21666,E,1
21667,G,1
21668,Z,1
21669,X,1
21670,Y,1
21671,L,1
21672,Z,1
21673,M,1
21674,M,1
21675,Z,1
21676,Y,1
21677,J,1
21678,Z,1
21679,G,1
21680,S,1
21681,Z,1
21682,X,1
21683,K,1
21684,H,1
21685,K,1
21686,H,1
21687,T,1
21688,X,1
21689,E,1
21690,X,1
21691,X,1
21692,G,1
21693,Y,1
21694,L,1
21695,Y,1
21696,A,1
21697,P,1
21698,S,1
21699,T,1
21700,H,1
21701,X,1
21702,D,1
21703,W,1
21704,H,1
21705,Z,1
21706,Y,1
21707,D,1
21708,P,1
21709,X,1
21710,A,1
21711,G,1
21712,K,1
21713,Y,1
21714,D,1
21715,X,1
21716,B,1
21717,H,1
21718,N,1
21719,H,1
21720,X,1
21721,K,1
21722,D,1
21723,F,1
21724,J,1
21725,N,1
21726,M,1
21727,Y,1
21728,H,1
21729,Y,1
21730,L,1
21731,P,1
21732,M,1
21733,G,1
21734,O,1
21735,C,1
21736,S,1
21737,L,1
21738,N,1
21739,Z,1
21740,H,1
21741,K,1
21742,X,1
21743,X,1
21744,L,1
21745,B,1
21746,Z,1
21747,Z,1
21748,L,1
21749,B,1
21750,M,1
21751,L,1
21752,S,1
21753,F,1
21754,B,1
21755,H,1
21756,H,1
21757,G,1
21758,S,1
21759,G,1
21760,Y,1
21761,Y,1
21762,G,1
21763,G,1
21764,B,1
21765,H,1
21766,S,1
21767,C,1
21768,Y,1
21769,A,1
21770,J,1
21771,T,1
21772,X,1
21773,W,1
21774,L,1
21775,X,1
21776,T,1
21777,Z,1
21778,Q,1
21779,C,1
21780,W,1
21781,Z,1
21782,Y,1
21783,D,1
21784,Q,1
21785,D,1
21786,Q,1
21787,M,1
21788,M,1
21789,G,1
21790,D,1
21791,Q,1
21792,L,1
21793,L,1
21794,S,1
21795,Z,1
21796,H,1
21797,L,1
21798,S,1
21799,J,1
21800,Z,1
21801,W,1
21802,F,1
21803,J,1
21804,H,1
21805,Q,1
21806,S,1
21807,W,1
21808,S,1
21809,C,1
21810,E,1
21811,L,1
21812,Q,1
21813,A,1
21814,Z,1
21815,Y,1
21816,N,1
21817,Y,1
21818,T,1
21819,L,1
21820,S,1
21821,X,1
21822,T,1
21823,H,1
21824,A,1
21825,Z,1
21826,N,1
21827,K,1
21828,Z,1
21829,Z,1
21830,S,1
21831,D,1
21832,H,1
21833,L,1
21834,A,1
21835,C,1
21836,X,1
21837,T,1
21838,W,1
21839,W,1
21840,C,1
21841,S,1
21842,G,1
21843,Q,1
21844,Q,1
21845,T,1
21846,D,1
21847,D,1
21848,Y,1
21849,Z,1
21850,B,1
21851,C,1
21852,C,1
21853,H,1
21854,Y,1
21855,Q,1
21856,Z,1
21857,F,1
21858,L,1
21859,X,1
21860,P,1
21861,S,1
21862,L,1
21863,Z,1
21864,Y,1
21865,G,1
21866,P,1
21867,Z,1
21868,S,1
21869,Z,1
21870,N,1
21871,G,1
21872,L,1
21873,Y,1
21874,D,1
21875,Q,1
21876,C,1
21877,B,1
21878,D,1
21879,L,1
21880,X,1
21881,J,1
21882,T,1
21883,C,1
21884,T,1
21885,A,1
21886,J,1
21887,D,1
21888,K,1
21889,Y,1
21890,W,1
21891,N,1
21892,S,1
21893,Y,1
21894,Z,1
21895,L,1
21896,J,1
21897,H,1
21898,H,1
21899,D,1
21900,Z,1
21901,C,1
21902,W,1
21903,N,1
21904,Y,1
21905,Y,1
21906,Z,1
21907,Y,1
21908,O,1
